calcSP	promoter_id	startSite	promoter_strand	bgBrickID	bgBrickType	brickType	brickSP	brickEP	Strand	
2848589	ECK120010212	2848649	forward	5573	ICR	PP	2848458	2848668	+	
4328283	ECK120010213	4328343	forward	8387	ICR	TP	4328262	4328524	+	
1276980	ECK120010214	1277000	reverse	2493	ICR	PP	1276842	1277179	+	
1545336	ECK120010215	1545396	forward	3019	ICR	PP	1545194	1545424	+	
1165155	ECK120010216	1165215	forward	2247	ICR	TP	1164909	1165307	+	
4345351	ECK120010217	4345371	reverse	8411	ICR	RBS	4345350	4345426	-	
4366435	ECK120010218	4366455	reverse	8449	ICR	PP	4366351	4366686	+	
2261599	ECK120010219	2261619	reverse	4451	ICR	PP	2261518	2261884	+	
1785165	ECK120010220	1785185	reverse	3493	ICR	PP	1785137	1785468	+	
611870	ECK120010221	611890	reverse	1197	ICR	PP	611718	612037	+	
623930	ECK120010222	623950	reverse	1215	ICR	PP	623734	624107	+	
621437	ECK120010223	621457	reverse	1211	ICR	PP	621413	621522	+	
623994	ECK120010224	624054	forward	1215	ICR	PP	623734	624107	+	
1309018	ECK120010225	1309078	forward	2551	ICR	PP	1308890	1309112	+	
2238568	ECK120010226	2238588	reverse	4413	ICR	PT	2238371	2238649	-	
2175236	ECK120010227	2175256	reverse	4305	ICR	PT	2175227	2175533	-	
3048774	ECK120010228	3048794	reverse	5939	ICR	PT	3048690	3049136	-	
2940641	ECK120010229	2940661	reverse	5743	ICR	PP	2940590	2940717	+	
847250	ECK120010230	847270	reverse	1649	ICR	PT	847228	847630	-	
4116164	ECK120010231	4116184	reverse	8013	ICR	PP	4116114	4116537	+	
1793725	ECK120010232	1793745	reverse	3514	CR	CDS	1793581	1795968	-	
962912	ECK120010233	962972	forward	1853	ICR	TP	962892	963050	+	
848153	ECK120010234	848173	reverse	1651	ICR	PT	848135	848432	-	
3534687	ECK120010235	3534707	reverse	6937	ICR	PP	3534607	3534833	+	
88	ECK120010236	148	forward	1	ICR	TP	4639652	189	+	
83715	ECK120010237	83735	reverse	153	ICR	PP	83709	84367	+	
1229901	ECK120010238	1229961	forward	2401	ICR	PP	1229618	1229989	+	
931491	ECK120010239	931551	forward	1807	ICR	PP	931274	931817	+	
3352471	ECK120010240	3352531	forward	6549	ICR	PP	3352073	3352746	+	
3597765	ECK120010241	3597785	reverse	7047	ICR	PT	3597682	3597951	-	
3595758	ECK120010242	3595778	reverse	7043	ICR	PP	3595584	3596006	+	
4112502	ECK120010243	4112522	reverse	8007	ICR	PT	4112496	4112591	-	
2248768	ECK120010244	2248828	forward	4428	CR	CDS	2247739	2248788	+	
1617057	ECK120010245	1617117	forward	3129	ICR	PP	1616933	1617143	+	
3770151	ECK120010246	3770211	forward	7351	ICR	PP	3769768	3770303	+	
1899897	ECK120010247	1899957	forward	3725	ICR	PP	1899610	1900071	+	
354048	ECK120010248	354108	forward	689	ICR	TP	353817	354145	+	
1297616	ECK120010249	1297636	reverse	2529	ICR	PP	1297345	1297820	+	
4285634	ECK120010250	4285694	forward	8305	ICR	PP	4285395	4285786	+	
17398	ECK120010251	17458	forward	37	ICR	TP	17007	17488	+	
4323209	ECK120010252	4323229	reverse	8379	ICR	PT	4323189	4323320	-	
3909571	ECK120010253	3909591	reverse	7621	ICR	PT	3909549	3909861	-	
3084050	ECK120010254	3084070	reverse	6008	CR	CDS	3083942	3084073	-	
2632109	ECK120010255	2632129	reverse	5145	ICR	PP	2632093	2632253	+	
3931285	ECK120010256	3931345	forward	7659	ICR	TP	3931208	3931373	+	
2135587	ECK120010257	2135607	reverse	4231	ICR	PP	2135268	2135925	+	
4098569	ECK120010258	4098589	reverse	7975	ICR	PP	4098549	4098832	+	
1934380	ECK120010259	1934400	reverse	3803	ICR	PP	1934339	1934675	+	
102807	ECK120010260	102867	forward	184	CR	CDS	102233	103153	+	
4275426	ECK120010261	4275446	reverse	8289	ICR	PP	4275407	4275491	+	
1057219	ECK120010262	1057279	forward	2027	ICR	PP	1057178	1057306	+	
4464213	ECK120010263	4464233	reverse	8653	ICR	PT	4464204	4464321	-	
4095475	ECK120010264	4095495	reverse	7969	ICR	PP	4095472	4095758	+	
4352808	ECK120010265	4352828	reverse	8427	ICR	PT	4352741	4352976	-	
1299049	ECK120010266	1299109	forward	2531	ICR	TP	1298469	1299205	+	
3056458	ECK120010267	3056478	reverse	5959	ICR	PT	3056433	3056687	-	
4056110	ECK120010268	4056130	reverse	7901	ICR	PP	4056058	4056429	+	
1932717	ECK120010269	1932737	reverse	3801	ICR	PT	1932629	1932862	-	
3575648	ECK120010270	3575668	reverse	6997	ICR	PT	3575616	3575753	-	
3544367	ECK120010271	3544427	forward	6955	ICR	TP	3544222	3544580	+	
11988	ECK120010272	12048	forward	25	ICR	PP	11787	12162	+	
12063	ECK120010273	12123	forward	25	ICR	PP	11787	12162	+	
28283	ECK120010274	28343	forward	61	ICR	TP	28208	28373	+	
30715	ECK120010275	30775	forward	64	CR	CDS	29651	30799	+	
49739	ECK120010276	49799	forward	95	ICR	TP	49632	49822	+	
85334	ECK120010277	85394	forward	155	ICR	TP	85313	85629	+	
85360	ECK120010278	85420	forward	155	ICR	TP	85313	85629	+	
85474	ECK120010279	85534	forward	155	ICR	TP	85313	85629	+	
121974	ECK120010280	122034	forward	221	ICR	PP	121552	122091	+	
122910	ECK120010281	122970	forward	223	ICR	TP	122857	123016	+	
127657	ECK120010282	127717	forward	227	ICR	TP	127588	127911	+	
180785	ECK120010283	180845	forward	317	ICR	TP	180755	180883	+	
185957	ECK120010284	185977	reverse	327	ICR	RBS	185948	185977	-	
218817	ECK120010285	218837	reverse	387	ICR	PT	218776	218886	-	
235874	ECK120010286	235934	forward	426	CR	CDS	235535	236002	-	
235957	ECK120010287	236017	forward	426	CR	CDS	235535	236002	-	
236021	ECK120010288	236041	reverse	427	ICR	PP	236003	236066	+	
255756	ECK120010289	255776	reverse	477	ICR	PP	255717	255976	+	
255789	ECK120010290	255809	reverse	477	ICR	PP	255717	255976	+	
366742	ECK120010291	366762	reverse	709	ICR	RBS	366735	366810	-	
424149	ECK120010292	424209	forward	819	ICR	PP	424143	424234	+	
431295	ECK120010293	431315	reverse	833	ICR	PT	431238	431535	-	
431449	ECK120010294	431469	reverse	833	ICR	PT	431238	431535	-	
455741	ECK120010295	455801	forward	883	ICR	TP	455656	455900	+	
494239	ECK120010296	494299	forward	955	ICR	TP	494235	494343	+	
494248	ECK120010297	494308	forward	955	ICR	TP	494235	494343	+	
496303	ECK120010298	496363	forward	957	ICR	TP	496219	496398	+	
611850	ECK120010299	611910	forward	1197	ICR	PP	611718	612037	+	
698425	ECK120010300	698445	reverse	1369	ICR	PT	698401	698796	-	
699555	ECK120010301	699575	reverse	1371	ICR	RBS	699550	699596	-	
705223	ECK120010302	705283	forward	1379	ICR	TP	705114	705315	+	
709926	ECK120010303	709946	reverse	1388	CR	CDS	709862	709948	-	
753873	ECK120010304	753893	reverse	1467	ICR	PP	753692	754399	+	
754567	ECK120010305	754627	forward	1468	CR	CDS	754400	754789	+	
812315	ECK120010306	812375	forward	1583	ICR	TP	812171	812748	+	
847401	ECK120010307	847421	reverse	1649	ICR	PT	847228	847630	-	
953696	ECK120010308	953716	reverse	1839	ICR	PT	953690	954094	-	
954017	ECK120010309	954037	reverse	1839	ICR	PT	953690	954094	-	
961022	ECK120010310	961082	forward	1850	CR	CDS	960424	961107	+	
984946	ECK120010311	984966	reverse	1887	ICR	PT	984933	985116	-	
1019390	ECK120010312	1019410	reverse	1945	ICR	PT	1019277	1019632	-	
1078342	ECK120010313	1078402	forward	2065	ICR	PP	1078106	1078527	+	
1078348	ECK120010314	1078408	forward	2065	ICR	PP	1078106	1078527	+	
1078373	ECK120010315	1078433	forward	2065	ICR	PP	1078106	1078527	+	
1078454	ECK120010316	1078514	forward	2065	ICR	PP	1078106	1078527	+	
1084028	ECK120010317	1084088	forward	2073	ICR	TP	1083871	1084214	+	
1145812	ECK120010318	1145872	forward	2202	CR	CDS	1145234	1145818	-	
1145812	ECK120010318	1145872	forward	2204	CR	ncRNA	1145812	1145980	+	
1145954	ECK120010319	1146014	forward	2204	CR	ncRNA	1145812	1145980	+	
1246628	ECK120010320	1246648	reverse	2431	ICR	PT	1246600	1246918	-	
1262746	ECK120010321	1262806	forward	2455	ICR	PP	1262724	1262936	+	
1262839	ECK120010322	1262899	forward	2455	ICR	PP	1262724	1262936	+	
1317948	ECK120010323	1317968	reverse	2574	CR	CDS	1317813	1319408	-	
1339834	ECK120010324	1339894	forward	2613	ICR	TP	1339752	1339944	+	
1496707	ECK120010325	1496767	forward	2922	CR	CDS	1496675	1496899	+	
1686515	ECK120010326	1686575	forward	3305	ICR	PP	1686402	1686599	+	
1733287	ECK120010327	1733347	forward	3393	ICR	TP	1733275	1733401	+	
1755347	ECK120010328	1755407	forward	3437	ICR	TP	1755135	1755444	+	
1797305	ECK120010329	1797325	reverse	3519	ICR	PT	1797295	1797416	-	
1797767	ECK120010330	1797787	reverse	3520	CR	CDS	1797417	1797773	-	
1799350	ECK120010331	1799370	reverse	3526	CR	CDS	1798666	1800594	-	
1804315	ECK120010332	1804375	forward	3533	ICR	PP	1804108	1804393	+	
1811778	ECK120010333	1811838	forward	3551	ICR	PP	1811688	1811890	+	
1840272	ECK120010334	1840332	forward	3609	ICR	PP	1840160	1840394	+	
1860582	ECK120010335	1860642	forward	3645	ICR	PP	1860454	1860794	+	
1910622	ECK120010336	1910642	reverse	3753	ICR	PT	1910601	1910791	-	
1930788	ECK120010337	1930808	reverse	3799	ICR	RBS	1930781	1930816	-	
1930803	ECK120010338	1930823	reverse	3799	ICR	RBS	1930781	1930816	-	
1931113	ECK120010339	1931133	reverse	3800	CR	CDS	1930817	1932628	-	
1944020	ECK120010340	1944040	reverse	3821	ICR	PT	1944001	1944138	-	
1944028	ECK120010341	1944048	reverse	3821	ICR	PT	1944001	1944138	-	
1987466	ECK120010342	1987526	forward	3912	CR	CDS	1987275	1987514	-	
1992883	ECK120010343	1992903	reverse	3928	CR	CDS	1992727	1993383	-	
1993410	ECK120010344	1993430	reverse	3929	ICR	PP	1993384	1993841	+	
2052995	ECK120010346	2053055	forward	4055	ICR	TP	2052984	2053084	+	
2080692	ECK120010347	2080752	forward	4123	ICR	PP	2080572	2080779	+	
2091324	ECK120010349	2091384	forward	4148	CR	CDS	2090422	2091492	+	
2099328	ECK120010350	2099348	reverse	4165	ICR	PT	2099293	2099419	-	
2311046	ECK120010351	2311106	forward	4545	ICR	PP	2310772	2311105	+	
2428772	ECK120010352	2428792	reverse	4744	CR	CDS	2428297	2428785	-	
2435886	ECK120010353	2435906	reverse	4759	ICR	PP	2435874	2435971	+	
2435874	ECK120010354	2435934	forward	4759	ICR	PP	2435874	2435971	+	
2439643	ECK120010355	2439663	reverse	4765	ICR	PP	2439628	2439785	+	
2531463	ECK120010356	2531523	forward	4953	ICR	TP	2531403	2531785	+	
2531563	ECK120010357	2531623	forward	4953	ICR	TP	2531403	2531785	+	
2533442	ECK120010358	2533502	forward	4956	CR	CDS	2532088	2533815	+	
2533572	ECK120010359	2533632	forward	4956	CR	CDS	2532088	2533815	+	
2597786	ECK120010360	2597806	reverse	5085	ICR	PP	2597783	2597927	+	
2638644	ECK120010361	2638664	reverse	5157	ICR	PT	2638598	2638707	-	
2683759	ECK120010362	2683819	forward	5233	ICR	PP	2683530	2683856	+	
2705198	ECK120010363	2705218	reverse	5275	ICR	PT	2705147	2705343	-	
2714700	ECK120010364	2714760	forward	5295	ICR	PP	2714472	2714775	+	
2732207	ECK120010365	2732227	reverse	5322	CR	ncRNA	2732175	2732317	-	
2735541	ECK120010366	2735601	forward	5331	ICR	TP	2735518	2735620	+	
2748749	ECK120010367	2748769	reverse	5363	ICR	PP	2748731	2748852	+	
2802525	ECK120010368	2802585	forward	5475	ICR	TP	2802484	2802836	+	
2802561	ECK120010369	2802621	forward	5475	ICR	TP	2802484	2802836	+	
2802717	ECK120010370	2802777	forward	5475	ICR	TP	2802484	2802836	+	
2820092	ECK120010371	2820112	reverse	5517	ICR	PT	2820034	2820160	-	
2907719	ECK120010372	2907739	reverse	5685	ICR	PT	2907689	2907915	-	
2907799	ECK120010373	2907819	reverse	5685	ICR	PT	2907689	2907915	-	
2911831	ECK120010374	2911851	reverse	5694	CR	CDS	2911721	2913022	-	
2957013	ECK120010375	2957033	reverse	5771	ICR	PT	2956907	2957081	-	
3081948	ECK120010376	3081968	reverse	6005	ICR	PT	3081820	3081956	-	
3098792	ECK120010377	3098812	reverse	6043	ICR	PT	3098751	3098925	-	
3208608	ECK120010380	3208668	forward	6255	ICR	PP	3208566	3208802	+	
3208674	ECK120010381	3208734	forward	6255	ICR	PP	3208566	3208802	+	
3210435	ECK120010382	3210495	forward	6258	CR	CDS	3209129	3210874	+	
3210599	ECK120010383	3210659	forward	6258	CR	CDS	3209129	3210874	+	
3210650	ECK120010384	3210710	forward	6258	CR	CDS	3209129	3210874	+	
3309328	ECK120010385	3309348	reverse	6452	CR	ncRNA	3309247	3309420	+	
3309788	ECK120010386	3309808	reverse	6455	ICR	PT	3309707	3309854	-	
3316299	ECK120010387	3316319	reverse	6466	CR	tRNA	3316235	3316311	-	
3325733	ECK120010388	3325753	reverse	6483	ICR	PP	3325687	3325811	+	
3382564	ECK120010389	3382624	forward	6599	ICR	PP	3382291	3382724	+	
3446224	ECK120010390	3446244	reverse	6747	ICR	PT	3446172	3446335	-	
3451444	ECK120010391	3451464	reverse	6769	ICR	PT	3451293	3451529	-	
3472623	ECK120010392	3472643	reverse	6811	ICR	PT	3472575	3472699	-	
3488853	ECK120010393	3488873	reverse	6849	ICR	RBS	3488852	3488882	-	
3489649	ECK120010394	3489669	reverse	6853	ICR	PT	3489643	3489746	-	
3590381	ECK120010395	3590401	reverse	7033	ICR	PT	3590349	3590746	-	
3590429	ECK120010396	3590449	reverse	7033	ICR	PT	3590349	3590746	-	
3598867	ECK120010397	3598887	reverse	7049	ICR	PT	3598807	3599050	-	
3637946	ECK120010398	3638006	forward	7115	ICR	PP	3637744	3638133	+	
3717852	ECK120010399	3717912	forward	7245	ICR	TP	3717792	3718071	+	
3717903	ECK120010400	3717963	forward	7245	ICR	TP	3717792	3718071	+	
3780684	ECK120010401	3780704	reverse	7372	CR	CDS	3780665	3781684	-	
3814583	ECK120010402	3814603	reverse	7443	ICR	PP	3814573	3814698	+	
3878153	ECK120010403	3878173	reverse	7561	ICR	RBS	3878143	3878170	-	
3879844	ECK120010404	3879864	reverse	7564	CR	CDS	3879244	3880344	-	
3879864	ECK120010405	3879884	reverse	7564	CR	CDS	3879244	3880344	-	
3880351	ECK120010406	3880371	reverse	7566	CR	CDS	3880349	3881752	-	
3880565	ECK120010407	3880585	reverse	7566	CR	CDS	3880349	3881752	-	
3880593	ECK120010408	3880613	reverse	7566	CR	CDS	3880349	3881752	-	
3880736	ECK120010409	3880756	reverse	7566	CR	CDS	3880349	3881752	-	
3881885	ECK120010410	3881905	reverse	7567	ICR	PP	3881753	3882358	+	
3881964	ECK120010411	3881984	reverse	7567	ICR	PP	3881753	3882358	+	
3882028	ECK120010412	3882088	forward	7567	ICR	PP	3881753	3882358	+	
3882074	ECK120010413	3882134	forward	7567	ICR	PP	3881753	3882358	+	
3882200	ECK120010414	3882260	forward	7567	ICR	PP	3881753	3882358	+	
3920137	ECK120010415	3920157	reverse	7642	CR	CDS	3920083	3920463	-	
3920273	ECK120010416	3920293	reverse	7642	CR	CDS	3920083	3920463	-	
3920528	ECK120010417	3920548	reverse	7643	ICR	PT	3920464	3921079	-	
3948181	ECK120010418	3948241	forward	7693	ICR	PP	3947993	3948344	+	
3948253	ECK120010419	3948313	forward	7693	ICR	PP	3947993	3948344	+	
3950351	ECK120010420	3950411	forward	7700	CR	CDS	3950224	3950487	+	
3953198	ECK120010421	3953258	forward	7704	CR	CDS	3951501	3953351	+	
3958610	ECK120010422	3958670	forward	7715	ICR	PP	3958484	3958699	+	
3963610	ECK120010423	3963670	forward	7720	CR	CDS	3962388	3963653	-	
3963650	ECK120010424	3963710	forward	7720	CR	CDS	3962388	3963653	-	
3964125	ECK120010425	3964185	forward	7723	ICR	TP	3964114	3964439	+	
3995934	ECK120010426	3995994	forward	7787	ICR	TP	3995923	3996005	+	
4047862	ECK120010427	4047922	forward	7883	ICR	TP	4047776	4047921	+	
4107870	ECK120010428	4107930	forward	7993	ICR	TP	4107847	4107952	+	
4120357	ECK120010429	4120377	reverse	8023	ICR	RBS	4120311	4120402	-	
4122512	ECK120010430	4122532	reverse	8027	ICR	PT	4122480	4122634	-	
4126469	ECK120010431	4126489	reverse	8035	ICR	PP	4126419	4126694	+	
4126532	ECK120010432	4126552	reverse	8035	ICR	PP	4126419	4126694	+	
4126561	ECK120010433	4126581	reverse	8035	ICR	PP	4126419	4126694	+	
4126599	ECK120010434	4126659	forward	8035	ICR	PP	4126419	4126694	+	
4151193	ECK120010435	4151213	reverse	8069	ICR	PT	4151122	4151718	-	
4153081	ECK120010436	4153101	reverse	8072	CR	CDS	4153024	4154028	+	
4161298	ECK120010437	4161318	reverse	8089	ICR	PP	4161294	4161661	+	
4161362	ECK120010438	4161422	forward	8089	ICR	PP	4161294	4161661	+	
4176317	ECK120010440	4176377	forward	8121	ICR	TP	4176312	4176469	+	
4177586	ECK120010441	4177646	forward	8124	CR	CDS	4176902	4177606	+	
4179026	ECK120010442	4179086	forward	8129	ICR	TP	4178949	4179267	+	
4272043	ECK120010443	4272103	forward	8281	ICR	PP	4271895	4272147	+	
4272055	ECK120010444	4272115	forward	8281	ICR	PP	4271895	4272147	+	
4377006	ECK120010445	4377026	reverse	8475	ICR	RBS	4376968	4377029	-	
4446297	ECK120010446	4446317	reverse	8621	ICR	TP	4446259	4446469	+	
4470556	ECK120010447	4470576	reverse	8666	CR	CDS	4470422	4470556	-	
4470748	ECK120010448	4470768	reverse	8667	ICR	PT	4470557	4470836	-	
4481922	ECK120010449	4481942	reverse	8688	CR	CDS	4481860	4482303	-	
4481930	ECK120010450	4481950	reverse	8688	CR	CDS	4481860	4482303	-	
4617530	ECK120010451	4617590	forward	8946	CR	CDS	4616252	4617574	+	
4622802	ECK120010452	4622822	reverse	8956	CR	CDS	4622168	4622812	-	
4622819	ECK120010453	4622879	forward	8957	ICR	PP	4622813	4622917	+	
457979	ECK120010455	458039	forward	887	ICR	TP	457925	458111	+	
3865521	ECK120010456	3865541	reverse	7537	ICR	PP	3865446	3865750	+	
3791828	ECK120010457	3791888	forward	7393	ICR	PP	3791707	3792009	+	
3939479	ECK120010458	4164390	forward	7675	ICR	PP	3939351	3939830	+	
1191889	ECK120010459	1191909	reverse	2295	ICR	RBS	1191855	1191889	-	
2475783	ECK120010460	2475843	forward	4851	ICR	PP	2475652	2475868	+	
953706	ECK120010461	953726	reverse	1839	ICR	PT	953690	954094	-	
952782	ECK120010462	952802	reverse	1837	ICR	RBS	952778	952831	-	
952844	ECK120010463	952864	reverse	1838	CR	CDS	952832	953689	-	
952944	ECK120010464	952964	reverse	1838	CR	CDS	952832	953689	-	
953054	ECK120010465	953074	reverse	1838	CR	CDS	952832	953689	-	
953128	ECK120010466	953148	reverse	1838	CR	CDS	952832	953689	-	
208351	ECK120010467	208411	forward	364	CR	CDS	205126	208608	+	
3403102	ECK120010469	3403162	forward	6635	ICR	TP	3403054	3403457	+	
2432017	ECK120010470	2432037	reverse	4751	ICR	PT	2431949	2432103	-	
453598	ECK120010471	453658	forward	879	ICR	PP	453392	453695	+	
42017	ECK120010472	42037	reverse	81	ICR	PP	41932	42402	+	
4609116	ECK120010473	4609176	forward	8931	ICR	TP	4609027	4609418	+	
1063036	ECK120010474	1063056	reverse	2037	ICR	PP	1062999	1063258	+	
1341480	ECK120010475	1341500	reverse	2619	ICR	PT	1341353	1341620	-	
1341373	ECK120010476	1341393	reverse	2619	ICR	PT	1341353	1341620	-	
1980469	ECK120010477	1980489	reverse	3895	ICR	PT	1980412	1980577	-	
1979655	ECK120010478	1979675	reverse	3894	CR	CDS	1979611	1980411	-	
1103022	ECK120010479	1103082	forward	2111	ICR	PP	1102420	1103173	+	
1102547	ECK120010480	1102567	reverse	2111	ICR	PP	1102420	1103173	+	
2796538	ECK120010481	2796558	reverse	5461	ICR	PP	2796518	2797185	+	
2796558	ECK120010482	2796578	reverse	5461	ICR	PP	2796518	2797185	+	
2796580	ECK120010483	2796600	reverse	5461	ICR	PP	2796518	2797185	+	
1236688	ECK120010484	1236748	forward	2413	ICR	PP	1236465	1236793	+	
4465274	ECK120010485	4465294	reverse	8655	ICR	PP	4465270	4465453	+	
1108441	ECK120010486	1108501	forward	2125	ICR	PP	1108165	1108557	+	
1820287	ECK120010487	1820307	reverse	3567	ICR	PP	1820281	1820481	+	
1554560	ECK120010488	1554620	forward	3035	ICR	PP	1554305	1554648	+	
1554570	ECK120010489	1554630	forward	3035	ICR	PP	1554305	1554648	+	
3705873	ECK120010490	3705893	reverse	7223	ICR	PT	3705729	3706638	-	
1328944	ECK120010491	1329004	forward	2595	ICR	PP	1328693	1329071	+	
1328847	ECK120010492	1328907	forward	2595	ICR	PP	1328693	1329071	+	
1328812	ECK120010493	1328872	forward	2595	ICR	PP	1328693	1329071	+	
1328789	ECK120010494	1328849	forward	2595	ICR	PP	1328693	1329071	+	
1328753	ECK120010495	1328813	forward	2595	ICR	PP	1328693	1329071	+	
4187716	ECK120010496	4187776	forward	8133	ICR	TP	4187597	4187808	+	
156215	ECK120010497	156235	reverse	277	ICR	PT	156202	156298	-	
156204	ECK120010498	156224	reverse	277	ICR	PT	156202	156298	-	
156194	ECK120010499	156214	reverse	276	CR	CDS	155461	156201	-	
10584	ECK120010500	10644	forward	21	ICR	PT	10495	10642	-	
10583	ECK120010501	10643	forward	21	ICR	PT	10495	10642	-	
765129	ECK120010502	765149	reverse	1485	ICR	PP	765099	765206	+	
4538772	ECK120010503	4538832	forward	8803	ICR	PP	4537525	4538979	+	
4538630	ECK120010504	4538690	forward	8803	ICR	PP	4537525	4538979	+	
3325762	ECK120010506	3325782	reverse	6483	ICR	PP	3325687	3325811	+	
1999823	ECK120010507	1999843	reverse	3945	ICR	PT	1999814	2000133	-	
3475527	ECK120010508	3475547	reverse	6821	ICR	PP	3475442	3475661	+	
3475501	ECK120010509	3475521	reverse	6821	ICR	PP	3475442	3475661	+	
12084	ECK120010510	12144	forward	25	ICR	PP	11787	12162	+	
3190014	ECK120010511	3190034	reverse	6217	ICR	PP	3189962	3190229	+	
3190004	ECK120010512	3190024	reverse	6217	ICR	PP	3189962	3190229	+	
455810	ECK120010513	455870	forward	883	ICR	TP	455656	455900	+	
3599006	ECK120010514	3599026	reverse	7049	ICR	PT	3598807	3599050	-	
3598873	ECK120010515	3598893	reverse	7049	ICR	PT	3598807	3599050	-	
2657526	ECK120010517	2657546	reverse	5185	ICR	RBS	2657490	2657584	-	
2848801	ECK120010518	2848861	forward	5574	CR	CDS	2848669	2849019	+	
1194124	ECK120010519	1194184	forward	2300	CR	CDS	1193521	1194174	-	
2404658	ECK120010520	2404678	reverse	4696	CR	CDS	2403725	2404663	-	
1860699	ECK120010521	1860759	forward	3645	ICR	PP	1860454	1860794	+	
1860561	ECK120010522	1860621	forward	3645	ICR	PP	1860454	1860794	+	
1860490	ECK120010523	1860550	forward	3645	ICR	PP	1860454	1860794	+	
4352800	ECK120010524	4352820	reverse	8427	ICR	PT	4352741	4352976	-	
3637961	ECK120010525	3638021	forward	7115	ICR	PP	3637744	3638133	+	
3637963	ECK120010526	3638023	forward	7115	ICR	PP	3637744	3638133	+	
3208697	ECK120010527	3208757	forward	6255	ICR	PP	3208566	3208802	+	
519153	ECK120010528	519173	reverse	1002	CR	CDS	518957	519643	+	
1753431	ECK120010529	1753491	forward	3435	ICR	PP	1753166	1753721	+	
2866831	ECK120010530	2866851	reverse	5607	ICR	PT	2866776	2866914	-	
2866784	ECK120010531	2866804	reverse	5607	ICR	PT	2866776	2866914	-	
2618911	ECK120010532	2618931	reverse	5125	ICR	PP	2618895	2619218	+	
2866120	ECK120010533	2866140	reverse	5606	CR	CDS	2865636	2866775	-	
3071825	ECK120010534	3071845	reverse	5987	ICR	PT	3071714	3071997	-	
2403164	ECK120010535	2403184	reverse	4695	ICR	PT	2403095	2403724	-	
2403337	ECK120010536	2403357	reverse	4695	ICR	PT	2403095	2403724	-	
922243	ECK120010537	922303	forward	1792	CR	CDS	922136	922456	+	
922255	ECK120010538	922315	forward	1792	CR	CDS	922136	922456	+	
922373	ECK120010539	922433	forward	1792	CR	CDS	922136	922456	+	
921879	ECK120010540	921899	reverse	1791	ICR	PP	921814	922135	+	
1031147	ECK120010541	1031207	forward	1973	ICR	PP	1030936	1031361	+	
1956990	ECK120010542	1957010	reverse	3848	CR	CDS	1956544	1957290	-	
3088289	ECK120010543	3088349	forward	6017	ICR	RBS	3088275	3088368	+	
3088237	ECK120010544	3088297	forward	6016	CR	CDS	3087777	3088274	+	
3999157	ECK120010545	3999217	forward	7791	ICR	PP	3999080	3999448	+	
4633440	ECK120010546	4633500	forward	8975	ICR	PP	4633334	4633543	+	
2001781	ECK120010547	2001841	forward	3947	ICR	PP	2001631	2001895	+	
4514730	ECK120010548	4514750	reverse	8751	ICR	PT	4514701	4514786	-	
4275410	ECK120010549	4275470	forward	8289	ICR	PP	4275407	4275491	+	
102682	ECK120010550	102742	forward	184	CR	CDS	102233	103153	+	
104985	ECK120010551	105045	forward	188	CR	CDS	103982	105244	+	
104633	ECK120010552	104693	forward	188	CR	CDS	103982	105244	+	
104576	ECK120010553	104636	forward	188	CR	CDS	103982	105244	+	
4328370	ECK120010554	4328430	forward	8387	ICR	TP	4328262	4328524	+	
3595733	ECK120010555	3595753	reverse	7043	ICR	PP	3595584	3596006	+	
2808709	ECK120010556	2808769	forward	5487	ICR	TP	2808702	2808791	+	
461002	ECK120010557	461062	forward	891	ICR	TP	460948	461138	+	
460983	ECK120010558	461043	forward	891	ICR	TP	460948	461138	+	
1039762	ECK120010559	1039822	forward	1991	ICR	TP	1039761	1039839	+	
3490337	ECK120010560	3490357	reverse	6855	ICR	PP	3490320	3490589	+	
3490397	ECK120010561	3490417	reverse	6855	ICR	PP	3490320	3490589	+	
3490432	ECK120010562	3490452	reverse	6855	ICR	PP	3490320	3490589	+	
3490451	ECK120010563	3490471	reverse	6855	ICR	PP	3490320	3490589	+	
4358109	ECK120010564	4358129	reverse	8433	ICR	PT	4358055	4358418	-	
3567458	ECK120010565	3567478	reverse	6986	CR	CDS	3567369	3569342	-	
3567574	ECK120010566	3567594	reverse	6986	CR	CDS	3567369	3569342	-	
4346767	ECK120010567	4346787	reverse	8412	CR	CDS	4345427	4346767	-	
1999812	ECK120010568	1999832	reverse	3944	CR	CDS	1999094	1999813	-	
2685443	ECK120010569	2685463	reverse	5237	ICR	RBS	2685431	2685490	-	
2685528	ECK120010570	2685548	reverse	5238	CR	CDS	2685491	2686825	-	
2428802	ECK120010571	2428822	reverse	4745	ICR	PT	2428786	2429043	-	
2310889	ECK120010572	2310909	reverse	4545	ICR	PP	2310772	2311105	+	
2310866	ECK120010573	2310886	reverse	4545	ICR	PP	2310772	2311105	+	
3483953	ECK120010574	3483973	reverse	6841	ICR	PP	3483841	3484141	+	
2531460	ECK120010575	2531520	forward	4953	ICR	TP	2531403	2531785	+	
2531469	ECK120010576	2531529	forward	4953	ICR	TP	2531403	2531785	+	
2531570	ECK120010577	2531630	forward	4953	ICR	TP	2531403	2531785	+	
2021800	ECK120010578	2021860	forward	3997	ICR	TP	2021703	2021991	+	
2708089	ECK120010579	2708109	reverse	5283	ICR	PP	2708035	2708441	+	
2707634	ECK120010580	2707654	reverse	5282	CR	CDS	2707459	2708034	-	
